Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
Applications d'IA générative : changez votre façon de travailler,Individual Course,Google Cloud,"AI Workflows, Cloud Security, Enterprise Security, Generative AI, Google Gemini, Google Workspace, Prompt Engineering, Prompt Patterns, Retrieval-Augmented Generation",,Beginner,fr,https://www.coursera.org/learn/gen-ai-apps-transform-your-work-fr,N/A,1,Free Audit / Pay for Cert
"Terraform Cloud - Automation, Workspaces, and Integration",Individual Course,Packt,"Amazon Web Services, Cloud Infrastructure, Cloud Management, Configuration Management, Continuous Deployment, Data Validation, GitHub, Infrastructure as Code (IaC), Multi-Tenant Cloud Environments, Version Control",,Beginner,en,https://www.coursera.org/learn/packt-terraform-cloud-automation-workspaces-and-integration-yxdcl,N/A,0,Free Audit / Pay for Cert
CMO Excellence: Leading Marketing Teams for Impact,Individual Course,Coursera,"Brand Strategy, Business Leadership, Cross-Functional Collaboration, Customer Insights, Customer experience strategy (CX), Data-Driven Decision-Making, Growth Strategies, Innovation, Integrated Marketing Communications, Marketing Analytics, Marketing Effectiveness, Marketing Management, Marketing Strategies, Performance Measurement, Strategic Marketing, Team Motivation, Thought Leadership",30mins/week,Intermediate,en,https://www.coursera.org/learn/cmo-excellence-leading-marketing-teams-for-impact,N/A,1,Free Audit / Pay for Cert
EDIVET: Do you have what it takes to be a veterinarian?,Individual Course,The University of Edinburgh,"Anatomy, Basic Patient Care, Biology, Cardiology, Clinical Assessment, Patient Communication, Patient Observation, Physiology, Vital Signs",15-20 hours,N/A,en,https://www.coursera.org/learn/becoming-a-veterinarian,4.8,2552,Free Audit / Pay for Cert
Advanced Analytics & AI Optimization with Microsoft Fabric,Individual Course,Microsoft,"Data Architecture, Data Governance, Data Lakes, Data Modeling, Data Pipelines, Interactive Data Visualization, Microsoft Azure, Microsoft Copilot, Natural Language Processing, Performance Tuning, Power BI, Process Improvement and Optimization, Process Optimization, Real Time Data",~4.57 weeks/6 hrs per week,Intermediate,en,https://www.coursera.org/learn/advanced-analytics-ai-integration-optimization-microsoft-fabric,N/A,1,Free Audit / Pay for Cert
State Estimation and Localization for Self-Driving Cars,Individual Course,University of Toronto,"Applied Mathematics, Computer Vision, Control Systems, Deep Learning, Estimation, Global Positioning Systems, Linear Algebra, Machine Learning Methods, Mathematical Modeling, Robotics","4 weeks of study, 5-6 hours per week",Advanced,en,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,4.7,839,Free Audit / Pay for Cert
Generative AI: Transform Your Customer Support Career,Individual Course,SkillUp,"AI Workflows, Artificial Intelligence, Automation, Customer Insights, Customer Support, Customer experience improvement, Data Ethics, Ethical Standards And Conduct, Generative AI, Natural Language Processing, Product Support, Prompt Engineering, Responsible AI, Standard Operating Procedure","3 weeks of study, 2–3 hours/week",Intermediate,en,https://www.coursera.org/learn/generative-ai-for-customer-support,4.9,49,Free Audit / Pay for Cert
Actualización en el manejo del paciente con diabetes mellitus tipo 2,Individual Course,Universidad Nacional Autónoma de México,"Care Management, Chronic Diseases, Clinical Nutrition, Endocrinology, Internal Medicine, Medical Management, Medication Administration, Nephrology, Neurology, Nutrition and Diet, Pharmacology, Pharmacotherapy, Preventative Care, Treatment Planning",,N/A,es,https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2,4.9,1459,Free Audit / Pay for Cert
2. データに基づいた意思決定を行うための問いかけ,Individual Course,Google,"Cloud Security, Computer Security Incident Management, Cyber Risk, Cybersecurity, Data Security, Debugging, Hardening, Incident Response, Intrusion Detection and Prevention, Linux, Network Architecture, Network Security, Relational Databases, Security Controls, Stakeholder Communications, TCP\u002FIP, Threat Modeling, Vulnerability Assessments, Vulnerability Management",,Beginner,ja,https://www.coursera.org/learn/ask-questions-make-decisions-japanese,N/A,0,Free Audit / Pay for Cert
React and Typescript: Utility Types and Template Literals,Individual Course,Coursera,"Software Development, Mobile And Web Development",2 hours,Intermediate,en,https://www.coursera.org/learn/rudi-hinds-react-and-typescript-utility-types-and-template-literals,N/A,0,Free Audit / Pay for Cert
Selenium WebDriver with Python,Individual Course,Whizlabs,"Browser Compatibility, Cascading Style Sheets (CSS), Debugging, Development Environment, Hypertext Markup Language (HTML), Python Programming, Selenium (Software), Software Testing, Test Automation, Test Case, Test Script Development, UI Components, Unit Testing, Web Applications","3 weeks of study, 1-1:30 hours/week",Beginner,en,https://www.coursera.org/learn/selenium-webdriver-python,3.3,42,Free Audit / Pay for Cert
REST Assured Java - Intermediate,Individual Course,EDUCBA,"API Testing, Authentications, Authorization (Computing), Data Import\u002FExport, JSON, Java, Restful API, Scenario Testing, Test Case, Test Script Development",,Advanced,en,https://www.coursera.org/learn/rest-assured-java-intermediate,5.0,11,Free Audit / Pay for Cert
Creando proyectos XR y Metaversos,Individual Course,Universidad de los Andes,"Development Environment, Development Testing, Prototyping, UI\u002FUX Research, Usability Testing, Virtual Environment, Virtual Reality",3 a 6 horas semanales,Beginner,es,https://www.coursera.org/learn/creando-proyectos-xr-y-metaversos,N/A,0,Free Audit / Pay for Cert
Phase Diagrams,Individual Course,Arizona State University,"Chemical Engineering, Failure Analysis, Materials science, Mechanical Engineering, Process Control, Semiconductors",,Intermediate,en,https://www.coursera.org/learn/phase-diagrams,4.7,34,Free Audit / Pay for Cert
Getting Started with Adobe Illustrator,Individual Course,Adobe,"Adobe Creative Cloud, Adobe Illustrator, Cloud Storage, Computer Graphic Techniques, Creative Problem-Solving, Creative Thinking, Design Strategies, Document Management, File Management, Graphic Design, Graphic and Visual Design, Graphic and Visual Design Software, Scalability, Visual Design, Workflow Management",1-3 hrs,Beginner,en,https://www.coursera.org/learn/getting-started-with-adobe-illustrator,N/A,3,Free Audit / Pay for Cert
Practical Cyber Hacking Skills for Beginners,Individual Course,Packt,"Brute-force attacks, Cyber Security Assessment, Cybersecurity, Firewall, Incident Response, Linux Commands, Malware Protection, Network Protocols, Virtualization and Virtual Machines, Vulnerability Assessments, Vulnerability Scanning",,Beginner,en,https://www.coursera.org/learn/packt-practical-cyber-hacking-skills-for-beginners-jjmi8,N/A,2,Free Audit / Pay for Cert
Ansible From Basics to Guru: Unit 3,Individual Course,Pearson,"Ansible, Automation, Devops Tools, IT Automation, Infrastructure as Code (IaC), Performance Tuning, System Configuration, YAML",4 hours 32 minutes,Intermediate,en,https://www.coursera.org/learn/pearson-ansible-complete-video-course-from-basics-to-guru-video-training-3-hny0f,N/A,1,Free Audit / Pay for Cert
Modern Graph Theory Algorithms with Python,Individual Course,Packt,"Advanced Analytics, Applied Machine Learning, Big Data, Data Science, Data Transformation, Deep Learning, Graph Theory, Machine Learning, Machine Learning Algorithms, Network Analysis, NoSQL, Python Programming, Query Languages, Simulations, Social Network Analysis, Spatial Data Analysis, Time Series Analysis and Forecasting, Visualization (Computer Graphics)",,Intermediate,en,https://www.coursera.org/learn/packt-modern-graph-theory-algorithms-with-python,N/A,0,Free Audit / Pay for Cert
Practical Cybersecurity Fundamentals: Unit 2,Individual Course,Pearson,"Computer Security Incident Management, Cyber Threat Hunting, Cyber Threat Intelligence, Cybersecurity, Digital Forensics, Incident Response, MITRE ATT&CK Framework, Mobile Security, Network Analysis, Threat Detection",2 hours 19 minutes,Beginner,en,https://www.coursera.org/learn/pearson-practical-cybersecurity-fundamentals-video-course-2-tpjf4,N/A,1,Free Audit / Pay for Cert
Preparing Images for AI Models,Individual Course,Coursera,"Data Collection, Data Ethics, Data Management, Data Preprocessing, Data Quality, Data Transformation, Data Validation, Generative AI, Image Quality, Metadata Management, PyTorch (Machine Learning Library)",1.5 hours,Intermediate,en,https://www.coursera.org/learn/preparing-images-for-ai-models,N/A,0,Free Audit / Pay for Cert
Architecting with Google Kubernetes Engine: Production en Español,Individual Course,Google Cloud,"Application Deployment, Authentications, Authorization (Computing), CI\u002FCD, Cloud Services, Cloud Storage, Continuous Delivery, Continuous Integration, Data Storage Technologies, Database Management Systems, DevOps, Google Cloud Platform, Identity and Access Management, Kubernetes, Managed Services, Role-Based Access Control (RBAC), System Monitoring","3 semanas de estudio, de 6 a 8 horas por semana",Intermediate,es,https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-es,4.9,33,Free Audit / Pay for Cert
Marketing analytics: Know your customers,Individual Course,Macquarie University,"Big Data, Consumer Behaviour, Customer Data Management, Customer Insights, Customer Relationship Management, Customer experience strategy (CX), Data Analysis, Digital Marketing, Integrated Marketing Communications, Marketing Analytics, Marketing Effectiveness, Marketing Strategies, Predictive Analytics, Social Media Marketing",,Beginner,en,https://www.coursera.org/learn/marketing-analytics-customers,4.7,461,Free Audit / Pay for Cert
Anti-Racism II,Individual Course,University of Colorado Boulder,"Cultural Diversity, Cultural Sensitivity, Discussion Facilitation, Diversity Awareness, Interpersonal Communications, Interviewing Skills, Multimedia, Social Justice, Sociology, Storytelling",five to ten hours a week for four weeks,Intermediate,en,https://www.coursera.org/learn/antiracism-2,4.5,25,Free Audit / Pay for Cert
Getting Started with Microsoft OneNote,Individual Course,Coursera,"Business Essentials, Business Strategy",2 hours,Beginner,en,https://www.coursera.org/learn/getting-started-microsoft-onenote,4.5,6,Free Audit / Pay for Cert
Construction Aspects of Formwork,Individual Course,L&T EduTech,"Architectural Drawing, Building Codes, Civil and Architectural Engineering, Commercial Construction, Construction, Construction Engineering, Construction Estimating, Construction Inspection, Construction Management, Cost Estimation, Failure Analysis, Fall Protection, Personal protective equipment, Safety Assurance, Safety Standards, Safety Training, Structural Engineering",,Advanced,en,https://www.coursera.org/learn/construction-aspects-of-formwork,N/A,6,Free Audit / Pay for Cert
Data Storage Fundamentals with IBM Storage Scale,Individual Course,IBM ,"Configuration Management, Data Centers, Data Integrity, Data Management, Data Storage, Data Storage Technologies, Disaster Recovery, Enterprise Architecture, File Systems, Information Management, Infrastructure Architecture, Scalability, Servers, System Configuration","4 weeks, 4 hours/week",Beginner,en,https://www.coursera.org/learn/ibm-storage-scale-fundamentals,N/A,4,Free Audit / Pay for Cert
Business Impact,Individual Course,Duke University,"Business, Business Acumen, Business Metrics, Business Strategies, Business Strategy, Finance, Financial Acumen, Financial Analysis, Financial Management, Operational Efficiency, Performance Analysis, Strategic Decision-Making","1 week of study, 1-3 hours",Beginner,en,https://www.coursera.org/learn/business-impact,4.8,61,Free Audit / Pay for Cert
Management Skills for New Managers,Individual Course,Starweaver,"Collaboration, Communication Strategies, Cross-Functional Collaboration, Cultural Sensitivity, Delegation Skills, Emotional Intelligence, Employee Performance Management, Leadership, Management Training And Development, People Management, Performance Management, Team Building, Team Motivation",90 minutes ,Beginner,en,https://www.coursera.org/learn/management-skills-for-new-managers,4.7,114,Free Audit / Pay for Cert
Architecting with Google Kubernetes Engine: Foundations - 繁體中文,Individual Course,Google Cloud,"Cloud Computing, Cloud Deployment, Cloud Infrastructure, Cloud Management, Containerization, Docker (Software), Google Cloud Platform, Kubernetes, Virtual Machines, YAML",,Intermediate,zh-TW,https://www.coursera.org/learn/architecting-with-google-kubernetes-engine-foundations-zhtw,N/A,0,Free Audit / Pay for Cert
Apply ExpressJS for Full-Stack Web Application Development,Individual Course,EDUCBA,"Back-End Web Development, Data Store, Database Development, Development Environment, Front-End Web Development, Full-Stack Web Development, Hypertext Markup Language (HTML), JavaScript Frameworks, Middleware, MongoDB, Network Routing, Node.JS, Server Side, User Interface (UI) Design, Web Applications, Web Development",,Beginner,en,https://www.coursera.org/learn/apply-expressjs-for-full-stack-web-application-development,N/A,0,Free Audit / Pay for Cert
学会如何学习：帮助你掌握复杂学科的强大智力工具（Learning How to Learn）,Individual Course,Deep Teaching Solutions,"Cognitive flexibility, Collaboration, Creativity, Growth Mindedness, Human Learning, Learning Strategies, Lifelong Learning, Mental Concentration, Productivity, Self-Awareness, Time Management, Willingness To Learn","4 hours of video, 3 hours of exercises, 3 hours of bonus material",N/A,zh-CN,https://www.coursera.org/learn/ruhe-xuexi,4.9,1695,Free Audit / Pay for Cert
Grow Trees & Powerful Ensembles,Individual Course,Coursera,"Applied Machine Learning, Decision Tree Learning, Feature Engineering, Machine Learning Methods, Model Deployment, Model Evaluation, Performance Analysis, Performance Tuning, Predictive Modeling, Random Forest Algorithm, Scikit Learn (Machine Learning Library), Statistical Machine Learning",180 minutes,Intermediate,en,https://www.coursera.org/learn/grow-trees--powerful-ensembles,N/A,0,Free Audit / Pay for Cert
データ アナリストのための BigQuery,Individual Course,Google Cloud,"Data Analysis Software, Data Cleansing, Data Import\u002FExport, Data Integration, Data Manipulation, Data Pipelines, Data Processing, Data Storytelling, Data Transformation, Data Visualization Software, Data Warehousing, Extract, Google Cloud Platform, Google Sheets, Load, Looker (Software), SQL, Transform",,Intermediate,ja,https://www.coursera.org/learn/bigquery-for-data-analysts-ja,N/A,0,Free Audit / Pay for Cert
Mapping the Mission: User Personas & Journey Design in Figma,Individual Course,Coursera,"Design Research, UI\u002FUX Strategy",5 hours,Intermediate,en,https://www.coursera.org/learn/mapping-the-mission-user-personas-journey-design-figma,N/A,1,Free Audit / Pay for Cert
GenAI for Cash Flow Managers: Optimizing Liquidity Planning,Individual Course,Coursera,"Accounts Payable and Receivable, Automation, Business Ethics, Business Process Automation, Cash Flow Forecasting, Cash Management, ChatGPT, Dashboard, Financial Forecasting, Financial Services, Forecasting, Generative AI, No-Code Development, Prompt Engineering, Regulatory Compliance, Responsible AI, Risk Management",3 Hours and 50 Minutes,Intermediate,en,https://www.coursera.org/learn/genai-for-cash-flow-managers-optimizing-liquidity-planning,N/A,2,Free Audit / Pay for Cert
Uncover Product Insights: Analyze Engagement Metrics,Individual Course,Coursera,"Analytics, Anomaly Detection, Benchmarking, Business Metrics, Customer Engagement, Data Analysis, Descriptive Analytics, Performance Analysis, Performance Metric, Statistical Analysis, Statistical Methods, Statistical Process Controls, Statistical Reporting, Strategic Decision-Making, Web Analytics",96 minutes,Intermediate,en,https://www.coursera.org/learn/uncover-product-insights-analyze-engagement-metrics,N/A,0,Free Audit / Pay for Cert
Analyze and Apply Swift Properties and Memory Management,Individual Course,EDUCBA,"Apple Xcode, Apple iOS, Swift Programming, iOS Development",,Beginner,en,https://www.coursera.org/learn/analyze-and-apply-swift-properties-and-memory-management,N/A,0,Free Audit / Pay for Cert
Game Deployment and Final Touches,Individual Course,Packt,"Animations, Application Deployment, Computer Graphics, Game Design, Music, Post-Production, Release Management, User Interface (UI), Video Game Development, Virtual Environment",,Intermediate,en,https://www.coursera.org/learn/packt-game-deployment-and-final-touches-fb04o,N/A,0,Free Audit / Pay for Cert
Mastering Data Analysis with Pandas: Learning Path Part 4,Individual Course,Coursera,"Data Analysis, Probability And Statistics",2 hours,Beginner,en,https://www.coursera.org/learn/mastering-data-analysis-with-pandas-learning-path-part-4,4.8,5,Free Audit / Pay for Cert
Introduction to Linear Algebra and Python,Individual Course,Howard University,"Applied Mathematics, Data Manipulation, Data Science, Data Visualization, Git (Version Control System), Jupyter, Linear Algebra, Mathematical Modeling, NumPy, Python Programming, Software Installation",,Beginner,en,https://www.coursera.org/learn/linear-algebra-python-intro,4.4,16,Free Audit / Pay for Cert
System Validation (3): Requirements by modal formulas,Individual Course,28DIGITAL,"Computational Logic, Data Validation, Functional Requirement, System Requirements, Systems Design, Theoretical Computer Science, Verification And Validation",,Advanced,en,https://www.coursera.org/learn/system-validation-modal-formulas,4.5,13,Free Audit / Pay for Cert
Educación en Contextos Rurales: Perspectivas en América Latina,Individual Course,Universidad Austral,"Community Development, Cultural Diversity, Differentiated Instruction, Education and Training, Instructional Strategies, K-12 pedagogy, Pedagogy, Policty Analysis, Public Policies, Research, Socioeconomics, and Development",El curso tiene una duración de 4 semanas con una dedicación de 3 a 5 horas semanales.,Beginner,es,https://www.coursera.org/learn/educacion-contextos-rurales-america-latina,4.8,229,Free Audit / Pay for Cert
¿Igualdad en el juego? Deporte con perspectiva de género,Individual Course,Universidad Nacional Autónoma de México,"Behavior Management, Coaching, Conflict Management, Diversity Awareness, Human Development, Media and Communications, Personal Development, Social Justice, Sociology, Working With Children",,Beginner,es,https://www.coursera.org/learn/deporte-genero,N/A,2,Free Audit / Pay for Cert
Practical Finance for Entrepreneurial Creatives,Individual Course,Rutgers the State University of New Jersey,"Budgeting, Business Planning, Business Valuation, Cash Management, Credit Risk, Entrepreneurship, Financial Forecasting, Financial Management, Financial Planning, Insurance, Intellectual Property, Investments, Loans, Risk Management",,N/A,en,https://www.coursera.org/learn/pfec,N/A,1,Free Audit / Pay for Cert
"The Little Stuff: Energy, Cells, and Genetics",Individual Course,University of Colorado Boulder,"Biochemistry, Biology, Biotechnology, Cell Biology, Emerging Technologies, Energy and Utilities, Environmental Science, Ethical Standards And Conduct, Healthcare Ethics, Life Sciences, Medical Science and Research, Molecular Biology, Oncology, Physiology",,Beginner,en,https://www.coursera.org/learn/the-little-stuff-energy-cells-and-genetics,4.7,122,Free Audit / Pay for Cert
Managing Google Workspace 日本語版,Individual Course,Google Cloud,"Data Import\u002FExport, Data Management, Document Management, Gmail, Google Workspace, Mobile Security, User Accounts",1 週間の学習（6～8 時間）,Beginner,ja,https://www.coursera.org/learn/managing-g-suite-jp,N/A,4,Free Audit / Pay for Cert
Enhancing User Interactivity in Looker with Liquid,Individual Course,Google Cloud,"Cloud Computing, Data Management",1 hour,Intermediate,en,https://www.coursera.org/learn/googlecloud-enhancing-user-interactivity-in-looker-with-liquid-2htix,N/A,0,Free Audit / Pay for Cert
Distributed Systems and Web Services,Individual Course,University of Pittsburgh,"API Design, Cloud Applications, Cloud Computing, Cloud Computing Architecture, Cloud Infrastructure, Cloud Storage, Computer Architecture, Containerization, Distributed Computing, Docker (Software), Extensible Markup Language (XML), Flask (Web Framework), Google Cloud Platform, JSON, Microservices, Restful API, Scalability, Software Architecture, Virtualization, Web Services",,Intermediate,en,https://www.coursera.org/learn/distributed-systems-and-web-services,N/A,2,Free Audit / Pay for Cert
Quantitative Research,Individual Course,"University of California, Davis","Ethical Standards And Conduct, Experimentation, Quantitative Research, Research, Research Design, Research Methodologies, Sampling (Statistics), Science and Research, Scientific Methods, Social Sciences, Surveys","4 weeks of study, 4-7 hours/week",Intermediate,en,https://www.coursera.org/learn/quantitative-research,N/A,2403,Free Audit / Pay for Cert
Career Support Community and Resources,Individual Course,Goodwill Industries International,"Adaptability, Coaching, Constructive Feedback, Emerging Technologies, Professional Development, Project Implementation, Relationship Building, Stakeholder Engagement, Strategic Partnership, Talent Pipelining, Technology Strategies, Virtual Teams, Workforce Development",,Beginner,en,https://www.coursera.org/learn/career-support-community-and-resources,4.8,47,Free Audit / Pay for Cert
用 Python 做商管程式設計（二）(Programming for Business Computing in Python (2)),Individual Course,National Taiwan University,"Data Analysis, Data Structures, Data Validation, Data Visualization Software, Debugging, Financial Analysis, Financial Data, Maintainability, Programming Principles, Python Programming",,Intermediate,zh-TW,https://www.coursera.org/learn/pbc2,4.6,261,Free Audit / Pay for Cert
Core Java - Multithreading and Classes,Individual Course,LearnKartS,"Java, Java Programming, Mathematical Software, Object Oriented Programming (OOP), Performance Tuning","1 week of study, 3 hours/week",Intermediate,en,https://www.coursera.org/learn/core-java-multithreading-and-classes,4.8,13,Free Audit / Pay for Cert
Analyze and Manage Stakeholder Communications Effectively,Individual Course,EDUCBA,"Business Leadership, Change Management, Communication, Communication Strategies, Continuous Monitoring, Customer Relationship Building, Data Visualization, Expectation Management, Leadership Studies, Project Management, Relationship Management, Stakeholder Analysis, Stakeholder Communications, Stakeholder Engagement, Stakeholder Management, Strategic Communication",,Beginner,en,https://www.coursera.org/learn/analyze-and-manage-stakeholder-communications-effectively,N/A,0,Free Audit / Pay for Cert
GenAI for Underwriters: Enhancing Application Reviews,Individual Course,Coursera,"AI Enablement, Automation, ChatGPT, Compliance Management, Data-Driven Decision-Making, Decision Making, Ethical Standards And Conduct, Generative AI Agents, Lending and Underwriting, Operational Efficiency, Responsible AI, Risk Analysis, Underwriting",1 Hour,Beginner,en,https://www.coursera.org/learn/genai-for-underwriters-enhancing-application-reviews,N/A,4,Free Audit / Pay for Cert
Art & Ideas: Teaching with Themes,Individual Course,The Museum of Modern Art,"Aesthetics, Art History, Cultural Diversity, Curriculum Development, Instructional Strategies, Lesson Planning, Liberal Arts, Social Studies, Student Engagement, Student-Centred Learning, Teaching","5 weeks of study x 2 hours/week, plus 2 hours for final project = 12 hours total",Intermediate,en,https://www.coursera.org/learn/ideas,4.8,499,Free Audit / Pay for Cert
Offloading Financial Mainframe Data into BigQuery and Elastic Search,Individual Course,Google Cloud,"Cloud Computing, Data Analysis",60 minutes,Beginner,en,https://www.coursera.org/learn/googlecloud-offloading-financial-mainframe-data-into-bigquery-and-elastic-ybzf3,N/A,0,Free Audit / Pay for Cert
Create a Product Design Brainstorming with Miro,Individual Course,Coursera,"Design And Product, Business Strategy",2 hours,Beginner,en,https://www.coursera.org/learn/create-a-product-design-brainstorming-with-miro,4.5,15,Free Audit / Pay for Cert
How to Make Money with Your Music Copyrights,Individual Course,Berklee,"Digital Assets, Entrepreneurship, Intellectual Property, Music, Payment Processing and Collection, Registration, Regulation and Legal Compliance, Revenue Management, Revenue Recognition","4 weeks of study, 3-5 hours a week.",Intermediate,en,https://www.coursera.org/learn/how-to-make-money-with-your-music-copyrights,4.9,37,Free Audit / Pay for Cert
Applied Natural Language Processing in Engineering Part 2,Individual Course,Northeastern University ,"Applied Machine Learning, Artificial Neural Networks, Deep Learning, Embeddings, Hugging Face, Large Language Modeling, Machine Learning Methods, Natural Language Processing, PyTorch (Machine Learning Library), Recurrent Neural Networks (RNNs), Transfer Learning",,N/A,en,https://www.coursera.org/learn/applied-natural-language-processing-in-engineering-part-2,N/A,0,Free Audit / Pay for Cert
Project Execution and Control,Individual Course,Johns Hopkins University,"Agile Methodology, Agile Project Management, Earned Value Management, Project Closure, Project Controls, Project Implementation, Project Management, Project Management Life Cycle, Project Performance, Project Planning, Project Schedules, Resource Allocation, Resource Management, Scheduling, Sprint Planning, Sprint Retrospectives, Waterfall Methodology","4 weeks of study, 5-6 hours/week",Intermediate,en,https://www.coursera.org/learn/project-execution-and-control,N/A,62,Free Audit / Pay for Cert
Ultimate Graphic Design Course: Create 40 Practical Projects,Individual Course,Packt,"Advertising, Animations, Branding, Design Elements And Principles, Design Reviews, Instagram, Layout Design, Marketing Materials, Packaging and Labeling, Social Media Content, Typography",,Beginner,en,https://www.coursera.org/learn/packt-ultimate-graphic-design-course-create-40-practical-projects-hkosa,N/A,6,Free Audit / Pay for Cert
Financial Automation with Generative AI,Individual Course,Edureka,"Accounting, Accounting and Finance Software, Artificial Intelligence, Automation, Data Ethics, Data Governance, Data Management, Finance, Financial Analysis, Financial Data, Financial Forecasting, Financial Management, Financial Regulation, Financial Reporting, Generative AI, No-Code Development, Responsible AI, Securities (Finance), Strategic Decision-Making, Workflow Management","3 weeks of study, 3 - 4 hours/week",Advanced,en,https://www.coursera.org/learn/financial-automation-with-generative-ai,N/A,0,Free Audit / Pay for Cert
Java Primitive Types to Calculate Expenses ,Individual Course,Coursera,"Software Development, Algorithms",2 hours,Intermediate,en,https://www.coursera.org/learn/java-primitive-types-to-calculate-expenses,N/A,0,Free Audit / Pay for Cert
Design Online Course Printables using Canva,Individual Course,Coursera,"Marketing, Business Essentials",2 hours,Advanced,en,https://www.coursera.org/learn/design-online-course-printables-using-canva,4.6,57,Free Audit / Pay for Cert
مقدمة عن CSS3,Individual Course,University of Michigan,"Browser Compatibility, Cascading Style Sheets (CSS), HTML and CSS, Javascript, Responsive Web Design, Typography, Usability, User Interface (UI), Web Content Accessibility Guidelines, Web Design",,N/A,ar,https://www.coursera.org/learn/introcss-ar,N/A,1,Free Audit / Pay for Cert
Blender Geometry Nodes for Beginners - Foliage Scatter,Individual Course,Packt,"Software Development, Design And Product",,N/A,en,https://www.coursera.org/learn/packt-blender-geometry-nodes-for-beginners-foliage-scatter-e0m0w,N/A,0,Free Audit / Pay for Cert
Business Model Canvas,Individual Course,Coursera,Leadership And Management,one hour,Intermediate,en,https://www.coursera.org/learn/business-model-canva,4.5,19,Free Audit / Pay for Cert
Secure your Cloud Data,Individual Course,Microsoft,"Application Security, Authentications, Authorization (Computing), Azure Active Directory, Cloud Applications, Cloud Development, Cloud Management, Cloud Security, Data Security, Database Application, Encryption, Firewall, Key Management, Microsoft Azure, Microsoft SQL Servers, Network Security, Relational Databases, Role-Based Access Control (RBAC), Threat Detection, Web Applications","5 weeks of study, 1-2 hours/week.",Intermediate,en,https://www.coursera.org/learn/secure-your-cloud-data,4.6,19,Free Audit / Pay for Cert
8D Problem Solving Specialist,Individual Course,Packt,"Complex Problem Solving, Continuous Improvement Process, Corrective and Preventive Action (CAPA), Cross-Functional Collaboration, Eight Disciplines Problem Solving (8D), Process Validation, Quality Improvement, Root Cause Analysis, Service Improvement, Solution Design, Team Building, Verification And Validation",,Intermediate,en,https://www.coursera.org/learn/packt-8d-problem-solving-specialist-9sbjt,N/A,0,Free Audit / Pay for Cert
Build Apps and Fine-Tune LLMs Using the OpenAI API,Individual Course,Packt,"Application Programming Interface (API), Artificial Intelligence, Computer Vision, Development Environment, Generative AI, Image Analysis, LLM Application, Natural Language Processing, OpenAI API, Prompt Engineering, Responsible AI, Text Mining",,Intermediate,en,https://www.coursera.org/learn/packt-build-apps-and-fine-tune-llms-using-the-openai-api-16vi7,N/A,0,Free Audit / Pay for Cert
الأسس: البيانات، البيانات في كل مكان,Individual Course,Google,"Case Studies, Data Cleansing, Data Collection, Data Ethics, Data Integration, Data Integrity, Data Presentation, Data Storytelling, Data Validation, Data Visualization, Data Visualization Software, Data-Driven Decision-Making, Ggplot2, Interactive Data Visualization, Interviewing Skills, Presentations, Rmarkdown, Spreadsheet Software, Stakeholder Communications, Tableau Software",,Beginner,ar,https://www.coursera.org/learn/foundations-data-data-everywhere-arabic,N/A,0,Free Audit / Pay for Cert
Programming Generative AI: Unit 1,Individual Course,Pearson,"Artificial Neural Networks, Convolutional Neural Networks, Deep Learning, Generative AI, Generative Model Architectures, Large Language Modeling, Multimodal Prompts, PyTorch (Machine Learning Library), Tensorflow",4 hours 56 minutes,Intermediate,en,https://www.coursera.org/learn/pearson-programming-generative-ai-video-course-1-ka3z6,N/A,2,Free Audit / Pay for Cert
JavaScript Development Tools and React,Individual Course,Microsoft,"Debugging, Development Environment, Git (Version Control System), GitHub, Javascript, Maintainability, Node.JS, Package and Software Management, Performance Tuning, React.js, Server Side, Software Development Tools, Software Testing, UI Components, Unit Testing, Version Control, Web Development Tools",,Intermediate,en,https://www.coursera.org/learn/javascript-development-tools-and-react,N/A,2,Free Audit / Pay for Cert
CSS Projects: Design & Build Websites,Individual Course,EDUCBA,"Animations, Bootstrap (Front-End Framework), Cascading Style Sheets (CSS), Front-End Web Development, HTML and CSS, Responsive Web Design, Typography, User Interface (UI), Web Design, Web Development",,N/A,en,https://www.coursera.org/learn/css-projects-design-build-websites,N/A,0,Free Audit / Pay for Cert
Expedite – Skills for Industry: Industry Foundations,Individual Course,Siemens,"Business, Business Acumen, Business Communication, Communication, Cost Benefit Analysis, Cross-Functional Collaboration, Customer Service, Customer experience strategy (CX), Digital Transformation, Financial Acumen, Innovation, New Product Development, Product Lifecycle Management, Product Management, Stakeholder Communications, Strategic Decision-Making",8 hours,Beginner,en,https://www.coursera.org/learn/expedite-skills-for-industry-industry-foundations,N/A,5,Free Audit / Pay for Cert
Certified Ethical Hacker (CEH): Unit 7,Individual Course,Pearson,"Advanced Encryption Standard (AES), Cloud Computing, Cloud Security, Cryptography, Cyber Security Assessment, Data Encryption Standard, Data Security, Encryption, Public Key Infrastructure",1 Hour 57 Minutes,Intermediate,en,https://www.coursera.org/learn/pearson-certified-ethical-hacker-ceh-v13-with-omar-santos-and-nick-garner-mhzxh,N/A,0,Free Audit / Pay for Cert
