Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
Ansible From Basics to Guru: Unit 1,Individual Course,Pearson,"Ansible, Automation, Command-Line Interface, Configuration Management, IT Automation, Infrastructure as Code (IaC), Linux Servers, Windows Servers, YAML",3 hours 35 minutes,Beginner,en,https://www.coursera.org/learn/pearson-ansible-complete-video-course-from-basics-to-guru-video-training-1-vssx9,N/A,1,Free Audit / Pay for Cert
Crie seu primeiro funil de conversão e CRM com Hubspot,Individual Course,Coursera,"Marketing, Business Strategy",1 hora,Beginner,pt-BR,https://www.coursera.org/learn/crie-seu-primeiro-funil-de-converso-e-crm-com-hubspot,N/A,0,Free Audit / Pay for Cert
Managing Network Traffic with QoS,Individual Course,Cisco Learning and Certifications,"Network Administration, Network Infrastructure, Network Monitoring, Network Performance Management, Network Protocols, Network Routing, Service Level, System Configuration, TCP\u002FIP, Telecommunications, Wide Area Networks",,Beginner,en,https://www.coursera.org/learn/managing-network-traffic-with-qos,N/A,1,Free Audit / Pay for Cert
Encoder-Decoder Architecture - Español,Individual Course,Google Cloud,"Applied Machine Learning, Keras (Neural Network Library), Model Deployment, Natural Language Processing, Recurrent Neural Networks (RNNs), Tensorflow, Text Mining",,Advanced,es,https://www.coursera.org/learn/encoder-decoder-architecture-es,N/A,0,Free Audit / Pay for Cert
Work Smarter with Microsoft Word,Individual Course,Microsoft,"Collaborative Software, Computer Literacy, Document Management, Editing, Microsoft 365, Microsoft Office, Microsoft Windows, Microsoft Word, Peer Review, Productivity Software, Technical Documentation, Web Content Accessibility Guidelines, Writing","7 weeks of study, 1.5 - 3 hours/week.",Beginner,en,https://www.coursera.org/learn/microsoft-word-work-smarter,4.7,2370,Free Audit / Pay for Cert
How to integrate apps on Canva,Individual Course,Coursera,"Design And Product, Marketing",2 hours,Beginner,en,https://www.coursera.org/learn/how-to-integrate-apps-on-canva,N/A,0,Free Audit / Pay for Cert
Track Status Live,Individual Course,Coursera,"Dashboard, Data Visualization, Issue Tracking, Project Controls, Project Management Software, Project Performance, Real Time Data, Stakeholder Communications",60 minutes ,Beginner,en,https://www.coursera.org/learn/track-status-live,N/A,0,Free Audit / Pay for Cert
Introduction to Procedural Maze Building and Maze Algorithms,Individual Course,Packt,"3D Assets, Algorithms, Data Structures, Debugging, Game Design, Programming Principles, Unity Engine, Video Game Development, Virtual Environment",,Beginner,en,https://www.coursera.org/learn/packt-9781837020478-rjxbe1-p1,N/A,0,Free Audit / Pay for Cert
Image Captioning with TensorFlow & Streamlit,Individual Course,EDUCBA,"Amazon Elastic Compute Cloud, Amazon Web Services, Application Development, Applied Machine Learning, Convolutional Neural Networks, Data Preprocessing, Deep Learning, Feature Engineering, Image Analysis, Model Deployment, Model Evaluation, Recurrent Neural Networks (RNNs), Tensorflow",,N/A,en,https://www.coursera.org/learn/image-captioning-tensorflow-streamlit,N/A,0,Free Audit / Pay for Cert
Survey of Data Science,Individual Course,Packt,"Data Mining, Logistic Regression, Model Evaluation",,Intermediate,en,https://www.coursera.org/learn/packt-survey-of-data-science-ztgak,N/A,0,Free Audit / Pay for Cert
Redacting Confidential Data within your Pipelines in Cloud Data Fusion,Individual Course,Google Cloud,"Cloud Computing, Data Management",1 hour 30 minutes,Advanced,en,https://www.coursera.org/learn/googlecloud-redacting-confidential-data-within-your-pipelines-in-cloud-dat-jqsfz,N/A,0,Free Audit / Pay for Cert
Managing Emotions in Times of Uncertainty & Stress,Individual Course,Yale University,"Classroom Management, Cultural Responsiveness, Empathy, Personal Development, Relationship Building, Self-Awareness, Stress Management, Student Support and Services",10 hours,Beginner,en,https://www.coursera.org/learn/managing-emotions-uncertainty-stress,4.8,4006,Free Audit / Pay for Cert
Camera Basics for Video: Foundations for Video Creation,Individual Course,Skillshare,"Cinematography, Content Creation, Creativity, Leadership, Photography, Planning, Storytelling, Video Production, Videography",,Beginner,en,https://www.coursera.org/learn/camera-basics-for-video-foundations-for-video-creation,N/A,0,Free Audit / Pay for Cert
SQL for Any IT Professional: Unit 1,Individual Course,Pearson,"Data Modeling, Database Design, Database Management, Database Systems, Databases, Query Languages, Relational Databases, SQL",2 hours 45 minutes,Beginner,en,https://www.coursera.org/learn/pearson-sql-for-any-it-professional-unit1,N/A,1,Free Audit / Pay for Cert
Encuentre su Nuevo Trabajo con LinkedIn,Individual Course,Coursera,"Business Strategy, Entrepreneurship",2 horas,Intermediate,es,https://www.coursera.org/learn/encuentre-nuevo-trabajo-linkedin,4.7,6,Free Audit / Pay for Cert
Create a Customer Service Survey in Microsoft Forms,Individual Course,Coursera,"Marketing, Entrepreneurship",1.5 hours,Beginner,en,https://www.coursera.org/learn/create-customer-service-survey-microsoft-forms,4.8,6,Free Audit / Pay for Cert
"Design Security Ops, Identity, and Compliance capabilities",Individual Course,Whizlabs,"Authentications, Authorization (Computing), Automation, Azure Active Directory, Cloud Security, Continuous Monitoring, Identity and Access Management, Incident Response, Multi-Factor Authentication, Role-Based Access Control (RBAC), Security Controls, Threat Detection, User Provisioning","5 week of study, 3hours/week",Intermediate,en,https://www.coursera.org/learn/design-security-operations-identity-and-compliance-capabilities,N/A,0,Free Audit / Pay for Cert
Generative AI for People Management,Individual Course,Edureka,"AI Personalization, Data Analysis, Developing Training Materials, Employee Engagement, Employee Performance Management, Employee Surveys, Employee Training, Generative AI Agents, Human Resource Strategy, Human Resources, Human Resources Management and Planning, Performance Analysis, Performance Management, Performance Review, Responsible AI, Survey Creation, Surveys, Training Programs, Training and Development","3 weeks of study, 3 - 4 hours/week",Beginner,en,https://www.coursera.org/learn/generative-ai-for-people-management,N/A,0,Free Audit / Pay for Cert
Introduction to Image Generation - Español,Individual Course,Google Cloud,"Cloud Deployment, Generative AI, Generative Model Architectures, Google Cloud Platform, Image Analysis, Model Deployment",,Beginner,es,https://www.coursera.org/learn/introduction-to-image-generation---espaol,4.8,16,Free Audit / Pay for Cert
Foundations of Usability Testing,Individual Course,Board Infinity ,"Human Centered Design, Human Computer Interaction, Human Factors, Law, Regulation, Risk Management Framework, Software Testing, Usability, Usability Testing, User Experience, User Interface (UI), User Research, Web Content Accessibility Guidelines, and Compliance","3 Weeks of Study, 5 hours/week",Advanced,en,https://www.coursera.org/learn/foundations-of-usability-testing,N/A,4,Free Audit / Pay for Cert
Master Git & GitHub Version Control for Developers,Individual Course,EDUCBA,"Collaborative Software, Command-Line Interface, Git (Version Control System), GitHub, Software Configuration Management, Software Versioning, Version Control",,Beginner,en,https://www.coursera.org/learn/master-git-github-version-control-for-developers,N/A,0,Free Audit / Pay for Cert
Configuring Vector Search in AlloyDB,Individual Course,Google Cloud,"Software Development, Machine Learning",1 Hour,Beginner,en,https://www.coursera.org/learn/googlecloud-configuring-vector-search-in-alloydb-7uamx,N/A,0,Free Audit / Pay for Cert
Build a Project Tracking App with AppSheet,Individual Course,Google Cloud,"Mobile And Web Development, Data Analysis",1 hour,Beginner,en,https://www.coursera.org/learn/googlecloud-build-a-project-tracking-app-with-appsheet-2pgwd,N/A,0,Free Audit / Pay for Cert
AI and European Union Law: Navigating Regulatory Compliance,Individual Course,Coursera,"AI Enablement, AI Workflows, Analysis, Automation, Business Process Automation, Compliance Management, Data Ethics, Electronic Discovery, Governance, Law, Legal Research, Legal Strategy, Legal Technology, Productivity Software, Regulation, Regulation and Legal Compliance, Regulatory Requirements, Research, Responsible AI, Workflow Management, and Compliance",3 Hours,Intermediate,en,https://www.coursera.org/learn/ai-and-european-union-law-navigating-regulatory-compliance,N/A,8,Free Audit / Pay for Cert
Project Planning and Machine Learning,Individual Course,University of Colorado Boulder,"Analytics, Big Data, Data Analysis, Data Preprocessing, Data Storage, File Systems, Internet Of Things, Machine Learning, Machine Learning Algorithms, New Product Development, Product Development, Product Planning, Project Planning, Staff Management, Supervised Learning, Systems Of Measurement, Unsupervised Learning","3 weeks of study, 3-4 hours/week",Intermediate,en,https://www.coursera.org/learn/industrial-iot-project-planning-machine-learning,4.6,132,Free Audit / Pay for Cert
Introduction to 3D Printing with Metals,Individual Course,University of Michigan,"3D Modeling, Augmented Reality, Industrial Design, Industrial Engineering, Manufacturing Processes, Materials science, Mechanical Design, Production Process",3 hours per week,Beginner,en,https://www.coursera.org/learn/introduction-to-3d-printing-with-metals,4.8,21,Free Audit / Pay for Cert
Analyze & Create AI-Driven Content Citations,Individual Course,Coursera,"Content Creation, Content Management, Content Performance Analysis, Content Strategy, Generative AI, Keyword Research, Report Writing, Scheduling, Search Engine Optimization",,Beginner,en,https://www.coursera.org/learn/analyze--create-ai-driven-content-citations,N/A,0,Free Audit / Pay for Cert
"Zabbix: Configure, Monitor & Secure IT Systems",Individual Course,EDUCBA,"Apache, Event Monitoring, Linux Servers, MySQL, Security Controls, Software Installation, System Configuration, System Monitoring, TCP\u002FIP, Virtual Machines, Windows Servers",,N/A,en,https://www.coursera.org/learn/zabbix-configure-monitor-secure-it-systems,N/A,9,Free Audit / Pay for Cert
Cryptography: Learn Public Key Infrastructure from Scratch,Individual Course,Packt,"Active Directory, Authentications, Configuration Management, Cryptography, Cybersecurity, Data Integrity, Encryption, Infrastructure Security, Key Management, Network Infrastructure, Public Key Infrastructure, System Configuration, Windows Servers",,Intermediate,en,https://www.coursera.org/learn/packt-cryptography-learn-public-key-infrastructure-from-scratch-mbsj1,N/A,2,Free Audit / Pay for Cert
Software Design Threats and Mitigations,Individual Course,University of Colorado System,"Application Security, Blockchain, Cryptography, Secure Coding, Software Architecture, Software Design, Software Design Patterns, Threat Modeling, Vulnerability Assessments","4 weeks, 3-4 hours/week",Intermediate,en,https://www.coursera.org/learn/software-design-threats-mitigations,4.6,94,Free Audit / Pay for Cert
Build and Implement a Real-Time Chat App with NodeJS,Individual Course,EDUCBA,Software Development,,Beginner,en,https://www.coursera.org/learn/build-and-implement-real-time-chat-app-with-nodejs,N/A,0,Free Audit / Pay for Cert
Gemini for DevOps Engineers - 한국어,Individual Course,Google Cloud,"AI Enablement, Artificial Intelligence, Build Tools, Continuous Integration, DevOps, Gemini, Google Cloud Platform, IT Infrastructure, Kubernetes",,Beginner,ko,https://www.coursera.org/learn/gemini-for-devops-engineers-ko,N/A,0,Free Audit / Pay for Cert
Foundations of Coding Full-Stack,Individual Course,Microsoft,"Algorithms, C# (Programming Language), Computational Thinking, Computer Programming, Data Flow Diagramsâ¯(DFDs), Debugging, Full-Stack Web Development, Git (Version Control System), GitHub, Microsoft Copilot, Programming Principles, Pseudocode, Version Control, Web Development",,Beginner,en,https://www.coursera.org/learn/foundations-of-coding-full-stack,4.7,183,Free Audit / Pay for Cert
Introduction to Network Security,Individual Course,University of London,"Application Security, Computer Networking, Cryptographic Protocols, Cybersecurity, IT Security Architecture, Network Architecture, Network Infrastructure, Network Protocols, Network Security, OSI Models, TCP\u002FIP, Threat Detection, Threat Modeling, Vulnerability Assessments",,Beginner,en,https://www.coursera.org/learn/introduction-to-network-security,4.9,33,Free Audit / Pay for Cert
Foundations of Statistical Learning & Algorithms,Individual Course,Northeastern University ,"Algebra, Applied Mathematics, Bayesian Statistics, Dimensionality Reduction, Linear Algebra, Machine Learning, Mathematical Modeling, Model Evaluation, Probability, Probability Distribution, Statistical Inference, Statistical Machine Learning","4 weeks of study, 4-6 hours/week",N/A,en,https://www.coursera.org/learn/foundations-of-statistical-learning--algorithms,N/A,1,Free Audit / Pay for Cert
Network and Communications Security ,Individual Course,ISC2,"Authentications, Firewall, Intrusion Detection and Prevention, Network Administration, Network Infrastructure, Network Protocols, Network Security, OSI Models, Proxy Servers, Remote Access Systems, Security Controls, TCP\u002FIP, Telecommunications, Wireless Networks",,Beginner,en,https://www.coursera.org/learn/network-and-communications-security,4.5,37,Free Audit / Pay for Cert
Corporate Governance in US & UK: Principles & Compliance,Individual Course,EDUCBA,"Accountability, Auditing, Business Ethics, Compensation Management, Compliance Management, Corporate Strategy, Financial Regulations, Governance, Internal Controls, Regulatory Compliance, Risk Management, Sarbanes Oxley Act (SOX) Compliance, Stakeholder Management",,N/A,en,https://www.coursera.org/learn/corporate-governance-us-uk-principles-compliance,4.8,18,Free Audit / Pay for Cert
Speaking and Presenting: Tact,Individual Course,University of Michigan,"Communication, Communication Strategies, Empathy, Interpersonal Communications, Professionalism, Public Speaking, Social Skills, Storytelling, Tactfulness, Verbal Communication Skills",,Beginner,en,https://www.coursera.org/learn/speaking-and-presenting-tact,4.5,44,Free Audit / Pay for Cert
R을 사용한 확률 및 데이터 소개,Individual Course,Duke University,"Bayesian Statistics, Data Analysis, Descriptive Statistics, Exploratory Data Analysis, Probability, Probability Distribution, R (Software), R Programming, Sampling (Statistics), Statistical Analysis","5주 학습, 5~7시간/주",Beginner,ko,https://www.coursera.org/learn/probability-intro-ko,N/A,2,Free Audit / Pay for Cert
Dashboard Development with Shiny: GenAI for Retail Analysis,Individual Course,Coursera,"Business Essentials, Personal Development",1 Hour,Intermediate,en,https://www.coursera.org/learn/dashboard-development-with-shiny-genai-for-retail-analysis,N/A,0,Free Audit / Pay for Cert
Practical Python: Start Your Programming Journey ,Individual Course,Duke University,"Computer Programming, Computer Science, Creative Design, Debugging, Design and Product, Game Design, Interactive Design, Program Development, Pseudocode, Python Programming",,Beginner,en,https://www.coursera.org/learn/python-programming-practical,N/A,2,Free Audit / Pay for Cert
Korean Political Thought in the Past and Present,Individual Course,Sungkyunkwan University,"Culture, Diplomacy, Ethical Standards And Conduct, Governance, International Relations, Policy Analysis, Political Sciences, Social Justice, Social Sciences, World History","8 weeks, 3 hours/week",Intermediate,en,https://www.coursera.org/learn/korean-political-thought-in-the-past-and-present,N/A,1,Free Audit / Pay for Cert
Creativity Toolkit II: Creative Collaboration,Individual Course,University of Illinois Urbana-Champaign,"Collaboration, Communication, Creative Thinking, Creativity, Cross-Functional Collaboration, Culture, Decision Making, Influencing, Innovation, Leadership, People Management, Persuasive Communication, Presentations, Social Skills, Storytelling, Teamwork",,Beginner,en,https://www.coursera.org/learn/creativity-toolkit-2,4.8,410,Free Audit / Pay for Cert
Color Grading: Creating a Cinematic Look,Individual Course,Skillshare,"Cinematography, Color Theory, Image Quality, Photography, Post-Production, Video Editing, Videography",,Intermediate,en,https://www.coursera.org/learn/color-grading-creating-a-cinematic-look,N/A,1,Free Audit / Pay for Cert
Introduction to Statistical Analysis:  Hypothesis Testing,Individual Course,SAS,"Correlation Analysis, Plot (Graphics), Probability & Statistics, Regression Analysis, SAS (Software), Statistical Analysis, Statistical Hypothesis Testing, Statistical Inference, Statistical Methods, Statistical Modeling",,Intermediate,en,https://www.coursera.org/learn/statistical-analysis-hypothesis-testing-sas,4.7,175,Free Audit / Pay for Cert
Access an EC2 instance shell from the AWS console,Individual Course,Coursera,"Cloud Computing, Software Development",2 hours,Beginner,en,https://www.coursera.org/learn/accessing-ec2-instance-aws-console,4.6,11,Free Audit / Pay for Cert
Theatre and Globalization,Individual Course,Ludwig-Maximilians-Universität München (LMU),"Art History, Cultural Diversity, Culture, Intercultural Competence, International Relations, Media and Communications, Music History, Performing Arts, Public History, Research, Social Studies, World History",3 hours/week,Beginner,en,https://www.coursera.org/learn/global-theatre,4.7,232,Free Audit / Pay for Cert
Medical Terminology I,Individual Course,Rice University,"Anatomy, Electronic Medical Record System, Human Musculoskeletal System, Medical Records, Medical Terminology, Orthopedics, Physiology, Urology",,Beginner,en,https://www.coursera.org/learn/medical-terminology-1,4.9,773,Free Audit / Pay for Cert
 Geometric and Traffic Aspects of Highway,Individual Course,L&T EduTech,"Civil Engineering, Construction, Engineering Design Process, Geometric Dimensioning And Tolerancing, Hydraulics, Hydrology, Safety Standards, Stormwater Management, Structural Engineering, Traffic Flow Optimization",,Intermediate,en,https://www.coursera.org/learn/geometric-and-traffic-aspects-of-highway,N/A,6,Free Audit / Pay for Cert
Simulation of Covid-19 Testing Process Using R Simmer,Individual Course,Coursera,"Leadership And Management, Data Analysis",2 hours,Beginner,en,https://www.coursera.org/learn/simulation-covid-testing-rsimmer,N/A,0,Free Audit / Pay for Cert
Agile Dev Practices: SDLC & Project Management,Individual Course,Northeastern University ,"Agile Methodology, Agile Project Management, Agile Software Development, Application Lifecycle Management, Continuous Improvement Process, Cross-Functional Collaboration, Interpersonal Communications, Project Management, Quality Management, Requirements Analysis, Scrum (Software Development), Software Development Life Cycle, Software Development Methodologies, Sprint Planning, Sprint Retrospectives, User Story, Waterfall Methodology",2-4 hrs / week.,Beginner,en,https://www.coursera.org/learn/agile-dev-practices-sdlc--project-management,4.8,19,Free Audit / Pay for Cert
Introduction to Household Water Treatment and Safe Storage,Individual Course,École Polytechnique Fédérale de Lausanne,"Community Health, Emergency Response, Environmental Engineering, Microbiology, Program Evaluation, Public Health, Sanitation, Sustainable Development, Water Quality, Water Resource Management","5 weeks of study, 4-6 hours/week",Intermediate,en,https://www.coursera.org/learn/water-treatment,4.8,1092,Free Audit / Pay for Cert
Nomad Sculpt 3D: Stylized Female Pt 3: Hair & Final Touches,Individual Course,Skillshare,"3D Modeling, Color Theory, Computer Graphics, Visualization (Computer Graphics)",,Advanced,en,https://www.coursera.org/learn/nomad-sculpt-3d-stylized-female-pt-3-hair-final-touches,N/A,0,Free Audit / Pay for Cert
Systems Analyst Capstone Project ,Individual Course,IBM,"Application Deployment, Business Analysis, Business Process Modeling, Data Management, Data Visualization, Database Design, Development Testing, Functional Requirement, Process Analysis, Process Flow Diagrams, Process Mapping, Project Management, Requirements Analysis, Requirements Elicitation, Software Design Documents, Stakeholder Engagement, Stakeholder Management, System Design and Implementation, System Testing, Systems Analysis","14 hours (6 weeks of study, 2-3 hours/week)",Advanced,en,https://www.coursera.org/learn/systems-analyst-capstone-project,N/A,7,Free Audit / Pay for Cert
Advanced Modeling for Discrete Optimization,Individual Course,The Chinese University of Hong Kong,"Advanced Mathematics, Computational Logic, Data Structures, Debugging, Mathematical Modeling, Operations Research","5 weeks of study, 6-12 hours/week",Intermediate,en,https://www.coursera.org/learn/advanced-modeling,4.9,141,Free Audit / Pay for Cert
Deploying Machine Learning Models,Individual Course,University of California San Diego,"Application Deployment, Data Manipulation, Data Preprocessing, Django (Web Framework), Flask (Web Framework), MLOps (Machine Learning Operations), Machine Learning, Model Deployment, Predictive Modeling, Python Programming, Web Applications",,N/A,en,https://www.coursera.org/learn/deploying-machine-learning-models,3.6,54,Free Audit / Pay for Cert
The Art of Filmmaking: Sequence and Editing,Individual Course,California Institute of the Arts,"Adobe Premiere, Cinematography, Creativity, Editing, Storytelling, Timelines, Video Editing, Video Production, Videography",,Beginner,en,https://www.coursera.org/learn/sequence-and-editing,N/A,2,Free Audit / Pay for Cert
Introduction to Unreal Engine 5 and Building the Foundations,Individual Course,Packt,"Game Design, User Interface (UI)",,Beginner,en,https://www.coursera.org/learn/packt-introduction-to-unreal-engine-5-and-building-the-foundations-y9vld,N/A,0,Free Audit / Pay for Cert
Molecular Tumor Board 2020-21,Individual Course,Universitat de Barcelona,"Clinical Research, Clinical Trials, Diagnostic Tests, Immunology, Molecular Biology, Oncology, Pathology, Precision Medicine, Treatment Planning, Urology",,Intermediate,es,https://www.coursera.org/learn/molecular-tumoral-board,N/A,4,Free Audit / Pay for Cert
Analíticas en Páginas Web,Individual Course,Tecnológico de Monterrey,"Advertising Campaigns, Analytical Skills, Analytics, Consumer Behaviour, Customer Data Management, Customer Relationship Management, Data Analysis, Digital Marketing, Email Marketing, Google Analytics, Market Research, Marketing Analytics, Online Advertising, Search Engine Marketing, Web Analytics",3-5 horas/semana,Beginner,es,https://www.coursera.org/learn/analiticas-paginas-web,4.9,35,Free Audit / Pay for Cert
블록체인의 기초,Individual Course,University at Buffalo,"Blockchain, Cryptography, Distributed Computing, Emerging Technologies, Network Model, Payment Systems, Transaction Processing, Verification And Validation, Virtual Machines",,Beginner,ko,https://www.coursera.org/learn/blockchain-basics-ko,N/A,2,Free Audit / Pay for Cert
Build Interactive R Shiny Data Apps for NGOs,Individual Course,EDUCBA,"Application Deployment, Application Development, Cloud Deployment, Dashboard, Data Import\u002FExport, Data Visualization Software, Exploratory Data Analysis, Interactive Data Visualization, Performance Tuning, R Programming, Shiny (R Package), User Interface (UI), User Interface (UI) Design, Web Applications",,N/A,en,https://www.coursera.org/learn/build-interactive-r-shiny-data-apps-for-ngos,N/A,0,Free Audit / Pay for Cert
I. Missões jesuíticas nos territórios guaranis: história,Individual Course,Universidade de São Paulo,"Ancient History, Anthropology, Art History, Community Development, Conflict Management, Cultural Diversity, Cultural Sensitivity, Culture, European History, International Relations, Public History, Social Sciences, Social Studies, Sociology, Timelines, World History",,Beginner,pt-BR,https://www.coursera.org/learn/missoes-jesuitas-guaranis-historia-antropologia,4.6,36,Free Audit / Pay for Cert
Vertex AI에서 노트북 작업하기,Individual Course,Google Cloud,"Collaborative Software, Development Environment, Exploratory Data Analysis, Google Cloud Platform, Jupyter, MLOps (Machine Learning Operations), Machine Learning, Model Deployment",,Beginner,ko,https://www.coursera.org/learn/working-with-notebooks-in-vertex-ai-ko,N/A,0,Free Audit / Pay for Cert
"Automate, Evaluate, and Optimize Email Marketing",Individual Course,Coursera,"Automation, Benchmarking, Campaign Management, Customer Engagement, Data-Driven Decision-Making, Email Automation, Email Marketing, HubSpot CRM, Key Performance Indicators (KPIs), Marketing Analytics, Marketing Automation, Marketing Effectiveness, Performance Analysis, Performance Measurement, Performance Metric, Personalized Service, Quality Assurance",90 minutes,Beginner,en,https://www.coursera.org/learn/automate-evaluate-and-optimize-email-marketing,N/A,0,Free Audit / Pay for Cert
GenAI and LLMs on AWS,Individual Course,Duke University,"AI Security, AI Workflows, Amazon Bedrock, Amazon Web Services, Application Deployment, Cloud Computing, Continuous Monitoring, Data Ethics, Generative AI, Large Language Modeling, MLOps (Machine Learning Operations), Model Deployment, Responsible AI, Serverless Computing","4 weeks of study, 5 hours/week",Beginner,en,https://www.coursera.org/learn/genai-llm-aws,4.6,27,Free Audit / Pay for Cert
Loading Your Own Data into BigQuery,Individual Course,Google Cloud,"Cloud Computing, Data Management",1.5 hours ,Beginner,en,https://www.coursera.org/learn/googlecloud-loading-your-own-data-into-bigquery-afpct,N/A,0,Free Audit / Pay for Cert
혁신을 위한 디자인 씽킹,Individual Course,University of Virginia,"A\u002FB Testing, Brainstorming, Creative Problem-Solving, Data Visualization, Design Thinking, Growth Mindedness, Human Centered Design, Ideation, Innovation, Storytelling, Strategic Thinking","5주 학습, 주 당 1~3 시간 학습",Beginner,ko,https://www.coursera.org/learn/uva-darden-design-thinking-innovation-ko,N/A,0,Free Audit / Pay for Cert
"Fundamentals of Immunology: Inflammation, Tolerance, Autoimmunity",Individual Course,Rice University,"Biochemistry, Cell Biology, Chronic Diseases, Diagnostic Tests, Hematology, Immunology, Infectious Diseases, Molecular Biology, Pathology, Physiology","7 weeks of study, 5-8 hours/week",Intermediate,en,https://www.coursera.org/learn/immunologyinflammation-tolerance-autoimmunity,4.8,331,Free Audit / Pay for Cert
Greek and Roman Mythology,Individual Course,University of Pennsylvania,"Ancient History, Anthropology, Art History, Cultural Diversity, Liberal Arts, Performing Arts, Psychology, Sociology, World History",,N/A,en,https://www.coursera.org/learn/mythology,4.8,2555,Free Audit / Pay for Cert
Working in the Cloud,Individual Course,ISC2,"Auditing, Cloud Computing, Cloud Security, Cloud Services, Hybrid Cloud Computing, Legal Risk, Regulation and Legal Compliance, Risk Mitigation, Security Strategy, Zero Trust Network Access",,Intermediate,en,https://www.coursera.org/learn/working-in-the-cloud,N/A,2,Free Audit / Pay for Cert
"Dense Gases, Liquids and Solids",Individual Course,University of Colorado Boulder,"Calculus, Chemical Engineering, Engineering Analysis, Engineering Calculations, Estimation, Materials science, Mathematical Modeling, Mechanical Engineering, Physics, Simulations, Thermal Management","Four weeks of content. Six to nine hours per week, including studying.",Advanced,en,https://www.coursera.org/learn/dense-gases-liquids-solids,4.5,116,Free Audit / Pay for Cert
Gaining Buy-In from Senior Leadership,Individual Course,Creo Incubator,"Business Leadership, Business Priorities, Change Management, Constructive Feedback, Influencing, Leadership, Organizational Change, Persuasive Communication, Presentations, Proposal Development, Stakeholder Analysis, Stakeholder Management, Strategic Communication, Strategic Decision-Making",,Beginner,en,https://www.coursera.org/learn/gaining-buy-in-from-senior-leadership,N/A,0,Free Audit / Pay for Cert
Foundations of Victorian Environment Modeling in Blender,Individual Course,Packt,"Design Elements And Principles, Graphical Tools",,Intermediate,en,https://www.coursera.org/learn/packt-foundations-of-victorian-environment-modeling-in-blender-7e7qy,N/A,0,Free Audit / Pay for Cert
Trabajar para ser feliz,Individual Course,Universidad Austral,"Adaptability, Compassion, Constructive Feedback, Corporate Sustainability, Cultural Diversity, Employee Engagement, Empowerment, Family Support, Human Relations Movement, Leadership, Personal Development, Professional Development, Rapport Building, Relationship Building","Este curso te implicará 5 horas de dedicación semanal, a lo largo de 4 semanas de cursada.",Beginner,es,https://www.coursera.org/learn/familia-trabajo-sociedad,4.8,662,Free Audit / Pay for Cert
Introduction to Docker,Individual Course,LearnQuest,"Application Deployment, Application Security, CI\u002FCD, Command-Line Interface, Containerization, Data Persistence, DevOps, Docker (Software), Microservices, Software Development, Virtual Networking, Virtualization, YAML","12 hours of study, 3-4 hours per week",Beginner,en,https://www.coursera.org/learn/introduction-to-docker,N/A,9,Free Audit / Pay for Cert
LPIC-2 Linux Engineer (202-450),Individual Course,Packt,"Active Directory, Apache, Authentications, Email Security, File Management, Firewall, Identity and Access Management, Lightweight Directory Access Protocols, Linux, Linux Administration, Linux Servers, Network Security, Nginx, Operating System Administration, Proxy Servers, Server Administration, System Configuration, Web Servers",,Advanced,en,https://www.coursera.org/learn/packt-lpic-2-linux-engineer-202-450-jg1d9,N/A,0,Free Audit / Pay for Cert
MLOps Platforms: Amazon SageMaker and Azure ML,Individual Course,Duke University,"AWS SageMaker, Amazon Web Services, Cloud Deployment, Cloud Solutions, Data Analysis, Data Pipelines, Data Preprocessing, Exploratory Data Analysis, Feature Engineering, MLOps (Machine Learning Operations), Machine Learning, Microsoft Azure, Model Deployment, Model Evaluation, Python Programming, Serverless Computing","5 weeks of study, 3-5 hours/week",Advanced,en,https://www.coursera.org/learn/mlops-aws-azure-duke,3.5,56,Free Audit / Pay for Cert
AI Capstone Project with Deep Learning ,Individual Course,IBM,"Computer Vision, Convolutional Neural Networks, Data Pipelines, Data Preprocessing, Deep Learning, Geospatial Information and Technology, Keras (Neural Network Library), Machine Learning, Model Deployment, Model Evaluation, PyTorch (Machine Learning Library), Python Programming, Transfer Learning, Vision Transformer (ViT)","4 weeks of study, 2–3 hours/week",Advanced,en,https://www.coursera.org/learn/ai-deep-learning-capstone,4.5,688,Free Audit / Pay for Cert
AI for Legal Practice,Individual Course,AI CERTs,"AI Enablement, AI Workflows, Law, Regulation, and Compliance",,Intermediate,en,https://www.coursera.org/learn/ai-for-legal-practice,N/A,8,Free Audit / Pay for Cert
PySpark: Apply & Evaluate Predictive ML Models,Individual Course,EDUCBA,"Apache Spark, Applied Machine Learning, Classification Algorithms, Data Pipelines, Decision Tree Learning, Logistic Regression, Machine Learning Algorithms, Model Evaluation, Predictive Analytics, Predictive Modeling, PySpark, Random Forest Algorithm, Regression Analysis, Unsupervised Learning",,N/A,en,https://www.coursera.org/learn/pyspark-apply-evaluate-predictive-ml-models,N/A,0,Free Audit / Pay for Cert
LangChain: Application Development Essentials,Individual Course,Coursera,"Application Development, Artificial Intelligence, LLM Application, LangChain, Large Language Modeling, Natural Language Processing",75 minutes ,Beginner,en,https://www.coursera.org/learn/langchain-application-development-essentials,3.3,36,Free Audit / Pay for Cert
